Ex(m), Ey(m), Ez(m)
0.0314731, -0.01240459, 0.02221489
0.1809815, -0.01617341, 0.02534866
0.5329211, -0.02071521, 0.02636147
1.179716, -0.02221054, 0.027215
2.216725, -0.01212776, 0.02845192
3.708817, 0.004953146, 0.02651882
5.771632, 0.007749319, 0.02304649
8.465549, 0.0009465218, 0.01954937
11.64982, -0.007633209, 0.01818752
15.15036, -0.009685516, 0.01991653
18.99088, -0.01102638, 0.02136612
23.0526, -0.015625, 0.02217674
27.09896, -0.02322865, 0.02214432
31.0845, -0.0347414, 0.02006912
34.99523, -0.04773903, 0.01460266
38.82861, -0.06435394, 0.0105629
42.10123, -0.08075523, 0.007330894
44.91021, -0.0658741, -0.008173943
47.06191, 0.08513451, -0.07950497
48.34521, 0.493187, -0.2552977
1.634059, 0.0673746, -0.04984877
2.93348, -0.2997372, -0.1305259
5.04647, -0.4106329, -0.1606234
7.607277, -0.3861874, -0.1755793
10.42169, -0.3412114, -0.1924121
13.35406, -0.3035563, -0.2074955
16.49867, -0.2679225, -0.2208676
19.52562, -0.236652, -0.2243376
22.4625, -0.2086129, -0.2164726
25.29603, -0.1811888, -0.19486
27.759, -0.1393442, -0.1554804
29.46772, -0.03932285, -0.09479904
30.37756, 0.1767945, -0.007904053
1.702246, 0.1026959, 0.09864655
2.815846, -0.07501984, 0.1579407
4.671961, -0.1029413, 0.200141
6.925149, -0.06821942, 0.2288975
9.338589, -0.05701327, 0.2406242
11.74094, -0.0618701, 0.2348914
14.17023, -0.07128716, 0.2212381
16.52275, -0.07620239, 0.2022047
19.0166, -0.07803249, 0.1806235
21.42695, -0.07596779, 0.1627746
23.87552, -0.07267475, 0.1441245
26.46754, -0.06910229, 0.1210489
28.71979, -0.06935501, 0.09677029
30.60888, -0.1078873, 0.07144356
31.92598, -0.2336006, 0.05647469
1.542523, -0.1388792, -0.1138351
2.204901, 0.08267409, -0.08609954
3.700824, 0.1343426, -0.09178126
5.871224, 0.0941411, -0.113406
8.389183, 0.04429442, -0.1317534
11.2181, 0.023651, -0.1391594
13.98775, 0.03247678, -0.1442187
16.83587, 0.05382288, -0.1471794
19.66732, 0.07448459, -0.1456923
22.2691, 0.08918285, -0.138531
24.63441, 0.1030462, -0.1222467
26.54473, 0.1571257, -0.09451771
27.77254, 0.3153651, -0.05162001
1.620357, 0.09397441, -0.01024485
2.341654, -0.1475869, 0.02838701
3.843565, -0.2143276, 0.06135744
6.048735, -0.1654947, 0.09151602
8.578857, -0.1173825, 0.1175933
11.2301, -0.1067281, 0.1320182
14.07391, -0.1083436, 0.1344688
16.79588, -0.1150804, 0.1281266
19.51167, -0.1245699, 0.1144435
22.18648, -0.1256943, 0.09664893
24.63057, -0.1188116, 0.07719183
26.79596, -0.107749, 0.0520196
28.56246, -0.09059811, 0.02027273
29.7863, -0.07270908, -0.01648045
30.48689, -0.0541544, -0.05219889
30.82588, -0.03276539, -0.07780981
30.89584, -0.01651001, -0.08641291
3
0.007527668, 0.008772503, 0.01073933
0.03308693, -0.0004595574, 0.02604675
0.1799658, -0.008710429, 0.02747345
0.5295509, -0.01645598, 0.02722263
1.216579, -0.01991177, 0.02662945
2.273712, -0.011868, 0.02474594
3.851862, 0.00240314, 0.02235889
5.949518, 0.005254507, 0.01933289
8.751658, -0.001067638, 0.01609707
12.11545, -0.008047581, 0.01424408
15.67368, -0.0111928, 0.01503563
19.60697, -0.01085949, 0.01619339
23.68551, -0.01347733, 0.01627064
27.70786, -0.01935387, 0.0154562
31.65472, -0.03101921, 0.01195335
35.66837, -0.04710388, 0.007481575
39.45234, -0.06414604, 0.003864288
42.69179, -0.07870674, 9.822845e-05
45.39514, -0.04561615, -0.02134037
47.4228, 0.1438007, -0.107501
48.537, 0.6058769, -0.3042698
1.834187, -0.04872587, -0.07487017
3.392421, -0.3575012, -0.1385893
5.631928, -0.4150356, -0.1613748
8.342975, -0.3678247, -0.1784585
11.2265, -0.3208484, -0.1956685
14.17719, -0.2860278, -0.2118192
17.27341, -0.2546184, -0.2255797
20.38151, -0.2238781, -0.2290707
23.24887, -0.1964259, -0.2200031
25.89787, -0.171958, -0.1958017
28.24347, -0.1197743, -0.1494942
29.76148, 0.0006022453, -0.08122063
1.476165, 0.3673772, 0.04797447
1.926365, 0.04808629, 0.1124386
3.256718, -0.08796394, 0.1709586
5.281981, -0.08883643, 0.2096511
7.528467, -0.06214118, 0.23241
9.972165, -0.05975199, 0.2378104
12.48796, -0.0683527, 0.2300482
14.98721, -0.07392597, 0.2158051
17.4527, -0.07634878, 0.1980515
20.02649, -0.07134056, 0.1783757
22.58924, -0.06212997, 0.1591287
25.01056, -0.05547523, 0.1426492
27.36191, -0.05318451, 0.1237426
29.53295, -0.06712532, 0.09880924
31.31962, -0.1450071, 0.0721159
32.25386, -0.328021, 0.06092453
1.692765, -0.0242704, -0.09509274
2.74521, 0.1176428, -0.08707625
4.49418, 0.1231163, -0.104959
6.706763, 0.07594568, -0.1293123
9.330912, 0.04076797, -0.1429656
12.06055, 0.03295743, -0.1492267
14.79264, 0.0459919, -0.1563683
17.74101, 0.06770492, -0.1582303
20.52154, 0.08494079, -0.1555779
23.04309, 0.09427214, -0.1456528
25.34889, 0.1157153, -0.1226544
27.01962, 0.1964409, -0.08699608
27.98454, 0.3989315, -0.03603077
1.764971, -0.02831215, 0.002460152
2.791547, -0.2004938, 0.0401288
4.56858, -0.2169574, 0.07182497
6.8944, -0.1523671, 0.09984326
9.426463, -0.1135945, 0.1223497
12.20312, -0.1034875, 0.133301
15.15999, -0.1027889, 0.1335385
17.90264, -0.1078119, 0.1264286
20.73658, -0.1127625, 0.1103542
23.32201, -0.1104994, 0.09313726
25.66387, -0.1026249, 0.07098007
27.71569, -0.09103966, 0.04306412
29.25445, -0.07598877, 0.007174969
30.19688, -0.05730534, -0.03192997
30.70302, -0.03607464, -0.06339693
30.87366, -0.01677704, -0.07771635
30.85111, -0.004202843, -0.07687044
4
0.08243284, 0.05666662, -0.01874065
0.06868604, 0.04292526, 0.01286507
0.1226161, 0.03033195, 0.02251434
0.3487575, 0.02312823, 0.02416039
0.8404711, 0.02132794, 0.02439404
1.686677, 0.02747941, 0.0252552
2.979752, 0.03062999, 0.02570629
4.928301, 0.02104759, 0.02497387
7.311273, 0.006103039, 0.02388287
10.24532, -0.004184246, 0.02313232
13.53771, -0.009394169, 0.02258968
17.13349, -0.009505272, 0.02192879
21.04984, -0.00628376, 0.02057171
25.06936, -0.004246712, 0.01693249
29.06344, -0.004203796, 0.0132761
33.21026, -0.005773544, 0.009472847
37.24738, -0.01148987, 0.006019592
40.73629, -0.01826859, 0.004660606
43.80688, -0.01509094, 0.0002260208
46.26254, 0.06589317, -0.03842735
47.87278, 0.3173256, -0.1520967
1.340684, 0.3822719, 0.04087231
2.23108, -0.1485704, -0.07911766
3.884765, -0.3447515, -0.1219788
6.166358, -0.3542527, -0.1369816
8.898288, -0.2993248, -0.152272
11.87078, -0.2580814, -0.1706886
15.02737, -0.2324255, -0.19204
18.09328, -0.2142001, -0.2076783
21.07844, -0.1974044, -0.2117567
23.99781, -0.1797037, -0.2023025
26.58114, -0.1550081, -0.1769457
28.75032, -0.09081459, -0.1276379
30.03215, 0.05207729, -0.05387497
1.497598, 0.2896687, 0.06767306
2.156962, 0.04191691, 0.1328226
3.589732, -0.03862035, 0.1852632
5.571859, -0.01525617, 0.2195199
7.804806, 0.01079154, 0.2392135
10.20459, 0.002864838, 0.2399933
12.61595, -0.02510643, 0.2296045
14.99158, -0.05735016, 0.2158222
17.36186, -0.08045864, 0.1990027
19.7477, -0.09238625, 0.1799378
22.15394, -0.09536648, 0.1610565
24.61392, -0.08836842, 0.1434665
27.04492, -0.07914925, 0.1243134
29.28776, -0.08037663, 0.1018457
31.12827, -0.1413412, 0.0794735
32.16353, -0.3075418, 0.06971741
1.684024, -0.02767846, -0.08759856
2.699224, 0.143714, -0.06907499
4.440978, 0.1641901, -0.07953209
6.743673, 0.1183278, -0.1036171
9.312919, 0.0737406, -0.1230223
11.96783, 0.0485481, -0.1376765
14.89127, 0.03967667, -0.1530545
17.60413, 0.03925955, -0.1610332
20.27307, 0.04037547, -0.1603417
22.92628, 0.03838205, -0.1514702
25.13217, 0.04890561, -0.130847
26.85503, 0.1134381, -0.0946784
27.86576, 0.2901716, -0.04433441
1.740036, 0.1304612, 0.005292326
2.684052, -0.04404628, 0.04435083
4.378767, -0.06639349, 0.07718277
6.636687, -0.01366806, 0.1063799
9.154092, 0.00496769, 0.1301769
11.80408, -0.0134449, 0.1408931
14.4987, -0.04877377, 0.1398976
17.22309, -0.08442545, 0.1338096
20.03931, -0.1161032, 0.1186206
22.71821, -0.1326094, 0.0991292
25.13358, -0.134079, 0.07663965
27.33132, -0.1278276, 0.04753828
28.90847, -0.115469, 0.01422787
29.96706, -0.1023245, -0.02168465
30.59109, -0.08661842, -0.05613422
30.84467, -0.07115459, -0.07464409
30.86589, -0.05493069, -0.07639265
5
0.06816292, 0.05392345, 0.0007829666
0.06821184, 0.03950785, 0.02127838
0.1622142, 0.02748978, 0.02470016
0.4433843, 0.02068976, 0.02469444
0.9943371, 0.02357283, 0.02458477
1.91964, 0.0308041, 0.02449894
3.403502, 0.02933526, 0.02516174
5.359784, 0.0162437, 0.02398872
8.072479, 7.176399e-05, 0.02075195
11.15674, -0.00868845, 0.01898479
14.61787, -0.008284569, 0.01732731
18.2974, -0.00279808, 0.0147562
22.22523, -0.001047134, 0.01230335
26.27543, -0.003452301, 0.01021004
30.28384, -0.006824493, 0.007167816
34.41976, -0.01115608, 0.00255394
38.31826, -0.01846504, -0.000369072
41.63358, -0.0261364, -0.002300262
44.48661, -0.01615715, -0.01183128
46.71118, 0.0981102, -0.06443119
48.19142, 0.4459648, -0.2143612
1.599699, 0.159593, -0.00986895
2.769118, -0.2298731, -0.09555393
4.737665, -0.3533989, -0.1264352
7.165922, -0.3321043, -0.1447914
9.943961, -0.286006, -0.167017
12.84059, -0.2571155, -0.1888275
15.98017, -0.2343246, -0.2066374
19.05162, -0.2163072, -0.2134123
22.08963, -0.1965543, -0.2073507
24.9328, -0.1764708, -0.1891351
27.32464, -0.1485207, -0.157464
29.20714, -0.06944203, -0.1033764
30.26059, 0.1062024, -0.02473164
1.552551, 0.2046401, 0.08735594
2.43903, 0.00114125, 0.1502524
4.007001, -0.04439688, 0.1975023
6.059003, -0.008749247, 0.228222
8.407502, 0.01157451, 0.2447388
10.8438, 0.0006651878, 0.243185
13.39526, -0.03179598, 0.2294495
15.85277, -0.0608902, 0.2094183
18.28379, -0.08143425, 0.1875234
20.71953, -0.08936501, 0.1681542
23.20253, -0.08861637, 0.1485939
25.65072, -0.08312416, 0.129838
27.9606, -0.07691193, 0.112112
29.98586, -0.0933342, 0.09251404
31.5927, -0.1899233, 0.07696247
32.31492, -0.4160109, 0.080019
1.916154, 0.03747115, -0.07053366
3.128574, 0.1556108, -0.06468475
5.025063, 0.1509741, -0.08141834
7.481918, 0.1003535, -0.1054537
10.04175, 0.06547117, -0.1207427
12.85952, 0.04693675, -0.1336353
15.57292, 0.04258215, -0.1451275
18.36891, 0.04008555, -0.1506052
21.00164, 0.03899431, -0.1474838
23.47443, 0.03907132, -0.1376216
25.6423, 0.06087017, -0.116046
27.22926, 0.152087, -0.07894325
28.00952, 0.3786132, -0.02602482
1.948728, 0.04344195, 0.01841858
3.133404, -0.06933737, 0.05789322
4.998726, -0.05324292, 0.09161723
7.406122, -0.001926184, 0.1225132
9.999465, 0.004168987, 0.1424317
12.87215, -0.02924776, 0.1481323
15.72507, -0.06825209, 0.1442833
18.59253, -0.1052427, 0.1312826
21.42222, -0.129631, 0.1109242
24.03623, -0.1388397, 0.08837938
26.35851, -0.1352177, 0.06112289
28.1776, -0.1242418, 0.03167343
29.53921, -0.1070127, -0.004198074
30.37722, -0.08706284, -0.04112291
30.76967, -0.07191563, -0.06659126
30.86582, -0.05887699, -0.07470179
6
0.06344427, 0.05425237, 0.009352684
0.05873045, 0.04185959, 0.02675819
0.1562664, 0.03348192, 0.02969837
0.4206398, 0.02885552, 0.02941895
0.9541415, 0.02813804, 0.02994442
1.844265, 0.03525603, 0.03091049
3.270719, 0.03572643, 0.03077126
5.248452, 0.02310491, 0.02852345
7.793799, 0.004220247, 0.02479172
10.86285, -0.009001732, 0.02168846
14.34076, -0.01247263, 0.01998425
18.13037, -0.01147175, 0.01830864
22.11269, -0.005977631, 0.01581955
26.19854, -0.003616333, 0.01349831
30.37395, -0.003813744, 0.01014996
34.35853, -0.008377075, 0.006064415
38.21954, -0.01638794, 0.004007339
41.58484, -0.0247879, 0.002313614
44.43978, -0.01750183, -0.006622314
46.71901, 0.09586525, -0.05890656
48.15134, 0.4145145, -0.1968164
1.509581, 0.2200695, 0.004344463
2.601076, -0.202629, -0.09083992
4.503205, -0.3440582, -0.1276493
7.026345, -0.3299818, -0.1456525
9.73417, -0.2844554, -0.1626284
12.67994, -0.2565563, -0.1816618
15.73481, -0.234459, -0.1994195
18.85853, -0.2176731, -0.2056136
21.78721, -0.2004163, -0.201015
24.62399, -0.1848619, -0.1866198
27.17398, -0.1587605, -0.1575823
29.10071, -0.08595777, -0.1094685
30.23, 0.08914328, -0.0321331
1.559866, 0.2198067, 0.08320758
2.468056, 0.009570003, 0.147386
4.076497, -0.03923023, 0.1923677
6.223565, -0.004189014, 0.2241238
8.516854, 0.007710218, 0.2404926
10.93099, -0.007825375, 0.2371161
13.35453, -0.03821468, 0.2240615
15.79804, -0.06799555, 0.2067313
18.20498, -0.08858538, 0.1863098
20.78408, -0.09518909, 0.16572
23.18477, -0.09400749, 0.1500931
25.65711, -0.08587456, 0.1353555
27.95753, -0.07911205, 0.1171761
30.00127, -0.09628487, 0.09426689
31.57713, -0.1892958, 0.07348728
32.32713, -0.4096651, 0.06832218
1.871162, 0.04163258, -0.08252391
3.096003, 0.160087, -0.07832974
5.065023, 0.1578942, -0.09622651
7.437825, 0.1116607, -0.1193416
10.17726, 0.07398379, -0.1352186
12.94062, 0.06032753, -0.1468177
15.70831, 0.05827761, -0.1568971
18.53225, 0.06165147, -0.1592529
21.26317, 0.06341326, -0.1534956
23.7821, 0.06098795, -0.1410689
25.9407, 0.08724308, -0.1151242
27.3937, 0.1929569, -0.07654953
1.598219, 0.2777359, -0.02252269
2.000866, -0.01009548, 0.01780969
3.267565, -0.1216775, 0.05645573
5.173837, -0.1017902, 0.08785629
7.586303, -0.04438901, 0.1168267
10.25048, -0.03258991, 0.1361971
12.99395, -0.05180454, 0.1417105
15.78137, -0.07959604, 0.1385095
18.51452, -0.1064425, 0.1297071
21.26912, -0.1245184, 0.112484
23.7891, -0.1288414, 0.09201717
26.04428, -0.1258526, 0.06688595
28.02015, -0.1147194, 0.03553295
29.40154, -0.1024513, -0.0002684593
30.29444, -0.08510113, -0.04036856
30.7564, -0.06779003, -0.07174587
30.89285, -0.05546188, -0.08454132
7
0.01360418, 0.009436883, 9.536743e-05
0.02838735, 0.005755879, 0.02031708
0.1404774, 0.001387693, 0.02569389
0.4487121, -0.005393356, 0.02710056
1.032411, -0.01356071, 0.02850819
2.078365, -0.01220262, 0.02959347
3.606216, 0.000243187, 0.02967072
5.750003, 0.006440163, 0.02605343
8.4007, 0.00321722, 0.02296638
11.55973, -0.003889561, 0.02204037
15.10548, -0.01112986, 0.0212965
18.85535, -0.01613045, 0.02114964
22.81523, -0.01997757, 0.02060318
27.07216, -0.02583694, 0.01852894
31.26398, -0.03490448, 0.01435947
35.17865, -0.04705811, 0.009749413
38.98741, -0.06215858, 0.006732941
42.41774, -0.07686234, 0.004816055
45.22813, -0.0520668, -0.01197433
47.25489, 0.1027107, -0.08426857
48.49009, 0.4996548, -0.255024
1.655889, 0.02922954, -0.05500284
3.028463, -0.3343171, -0.1329423
5.153682, -0.4251124, -0.1582454
7.681116, -0.3879924, -0.1722691
10.67954, -0.3307876, -0.190639
13.64394, -0.2899693, -0.208735
16.6768, -0.2578267, -0.2236028
19.85202, -0.2278785, -0.2278361
22.80588, -0.197618, -0.2190638
25.46151, -0.1701374, -0.1974158
27.83174, -0.1252837, -0.1571951
29.5622, -0.01492238, -0.08946705
30.39218, 0.2057996, 0.001712799
1.7648, 0.08952159, 0.1073191
2.900534, -0.06905365, 0.1660071
4.64792, -0.09015691, 0.2030518
6.765414, -0.05962992, 0.2259915
9.147896, -0.04998803, 0.2358255
11.60253, -0.05885172, 0.2317786
14.13824, -0.07253122, 0.223346
16.552, -0.07891178, 0.2076349
19.04229, -0.07906961, 0.1872749
21.44767, -0.07287407, 0.1677175
23.88804, -0.0634737, 0.1490197
26.29756, -0.05737305, 0.1288128
28.67243, -0.05632877, 0.1042585
30.63321, -0.09617424, 0.0779686
31.95607, -0.2246246, 0.05863667
1.51529, -0.1440817, -0.1147197
2.106822, 0.07823464, -0.08889842
3.541352, 0.1378864, -0.0933165
5.633729, 0.09887469, -0.1150324
8.140373, 0.04709619, -0.1361742
10.88291, 0.02558231, -0.1471
13.66202, 0.03169298, -0.1540518
16.41947, 0.05316722, -0.1574554
19.19583, 0.07426405, -0.1553624
21.86719, 0.09091544, -0.1482518
24.25441, 0.1043816, -0.1323013
26.27966, 0.154788, -0.1056523
27.63647, 0.2938704, -0.0633707
1.602844, 0.1360029, -0.02038851
2.172558, -0.1283374, 0.01817587
3.555794, -0.2192904, 0.0522728
5.641456, -0.1818569, 0.08052999
8.075707, -0.1275985, 0.1067585
10.66153, -0.1104817, 0.1244284
13.43542, -0.1096878, 0.1312735
16.2333, -0.1136961, 0.1294222
19.17335, -0.1204796, 0.1188674
21.84197, -0.1203737, 0.1029816
24.37191, -0.1137409, 0.08197379
26.59015, -0.1036596, 0.05650091
28.43982, -0.0907383, 0.0224824
29.72823, -0.07314682, -0.01730537
30.46094, -0.0513525, -0.05420637
30.82718, -0.02845478, -0.08040237
30.9095, -0.01134586, -0.08913088
8
0.008552246, 0.008107415, -0.0005292892
0.02060222, 0.0007151999, 0.01786518
0.1274669, -0.004769389, 0.02177048
0.4092241, -0.01489219, 0.02196312
0.9649118, -0.02087009, 0.02237701
1.954085, -0.01697981, 0.02340031
3.410045, -0.003800035, 0.02329731
5.390127, 0.003675699, 0.02180958
8.109891, 6.508827e-05, 0.01866913
11.23806, -0.0069561, 0.01609707
14.79719, -0.01142931, 0.01528835
18.56241, -0.01280308, 0.01664352
22.58279, -0.0169239, 0.01754761
26.57532, -0.02204037, 0.01619339
30.75703, -0.03229237, 0.01310444
34.80127, -0.04123306, 0.00797081
38.61297, -0.05749512, 0.00452137
41.92145, -0.07162476, 0.001959801
44.85282, -0.06189919, -0.01166439
47.08811, 0.07715797, -0.07619953
48.41146, 0.436142, -0.2290335
1.568968, 0.1080821, -0.03817347
2.767579, -0.279069, -0.1206551
4.817031, -0.4073032, -0.1540711
7.367289, -0.3859158, -0.1767416
10.21628, -0.3406361, -0.2020233
13.16039, -0.3060255, -0.2214158
16.19083, -0.2745858, -0.2342844
19.18911, -0.2436281, -0.2354841
22.18688, -0.2122791, -0.224709
24.92697, -0.1829565, -0.2026954
27.31572, -0.1458998, -0.1654472
29.15237, -0.06329107, -0.1089764
30.26595, 0.1230087, -0.02385521
1.560744, 0.1747643, 0.08631021
2.509392, -0.04610217, 0.1498691
4.157178, -0.09722769, 0.1953461
6.250463, -0.06669021, 0.2260098
8.569668, -0.05093598, 0.2430387
11.08536, -0.05489922, 0.2418063
13.58129, -0.06322527, 0.2296803
16.12099, -0.07320881, 0.209753
18.6084, -0.07528067, 0.1877728
21.18828, -0.06841278, 0.1665201
23.68303, -0.06133938, 0.1447964
26.19529, -0.05786419, 0.1224055
28.60307, -0.05820656, 0.09921646
30.58668, -0.09791946, 0.07559395
31.91328, -0.2250252, 0.06037521
1.548696, -0.1385683, -0.112946
2.216439, 0.08315738, -0.08599055
3.741372, 0.1361722, -0.091353
5.817289, 0.101667, -0.1163498
8.214252, 0.05604798, -0.140222
10.91927, 0.03418565, -0.1525321
13.618, 0.04105437, -0.1594362
16.53199, 0.06008184, -0.1619999
19.34072, 0.0785569, -0.156491
22.0363, 0.09206486, -0.1464758
24.50643, 0.105505, -0.1282444
26.49382, 0.1616805, -0.09819889
27.72002, 0.3073475, -0.05526829
1.609583, 0.0885902, -0.01167858
2.281235, -0.149802, 0.02420723
3.770848, -0.2200184, 0.05604845
5.817745, -0.1781092, 0.0837428
8.237813, -0.1303136, 0.1097014
10.92016, -0.1120486, 0.1266292
13.82102, -0.1078367, 0.1298606
16.59802, -0.109683, 0.1262541
19.37039, -0.1158648, 0.1145372
22.05523, -0.1142645, 0.09741235
24.56306, -0.1071806, 0.07561898
26.84681, -0.09573078, 0.04707479
28.56626, -0.08350658, 0.01627016
29.80144, -0.06830978, -0.01972914
30.50389, -0.05122471, -0.05449772
30.83181, -0.03325558, -0.07788277
30.90044, -0.01922798, -0.08552313
9
0.02049442, 0.01781355, 0.01238346
0.04862832, 0.01267148, 0.02504921
0.2052333, 0.009565391, 0.02643681
0.5700706, 0.006568521, 0.02628422
1.243742, 0.006364346, 0.02761173
2.378948, 0.009604454, 0.0281601
4.034209, 0.01115155, 0.02777958
6.254594, 0.006937742, 0.02485847
9.029071, -0.001638889, 0.02047634
12.39021, -0.008860111, 0.01690102
16.02177, -0.01269197, 0.01650906
19.96324, -0.01041031, 0.01633167
24.01414, -0.01028824, 0.01557732
28.15037, -0.01195431, 0.01400566
32.39797, -0.01795483, 0.01049042
36.29815, -0.02681923, 0.008368492
39.86792, -0.03696823, 0.007375717
43.15422, -0.04423523, 0.003922462
45.75219, -0.002305984, -0.02005577
47.64056, 0.1896248, -0.107336
48.72475, 0.6654968, -0.3089533
1.920594, -0.04765059, -0.06054115
3.357558, -0.3205366, -0.1223077
5.48762, -0.3782832, -0.1461848
8.233858, -0.3347242, -0.1628509
11.23456, -0.2893689, -0.1837595
14.34884, -0.2536618, -0.2028389
17.34036, -0.2279546, -0.2170372
20.37469, -0.205399, -0.2144141
23.27696, -0.1842048, -0.2033281
25.8881, -0.1616826, -0.1811476
28.07565, -0.1182561, -0.1436615
29.64198, -0.009753227, -0.08521271
30.41171, 0.2268238, 0.004493713
1.808283, 0.0913254, 0.1039617
3.057005, -0.06146586, 0.1656363
4.962299, -0.06860089, 0.2066031
7.232334, -0.03441286, 0.2324033
9.660699, -0.02632427, 0.2399845
12.19917, -0.03940248, 0.2316341
14.59337, -0.05187941, 0.2165108
16.95741, -0.06323576, 0.1973877
19.35692, -0.06813526, 0.1764774
21.78799, -0.06629467, 0.1595263
24.3552, -0.06034374, 0.1459994
26.85552, -0.05211258, 0.1303315
29.14799, -0.05364513, 0.1099453
30.98026, -0.1066656, 0.08648682
32.13792, -0.2778568, 0.07260418
1.66545, -0.06227791, -0.09006807
2.614883, 0.1103225, -0.07346827
4.447538, 0.1321166, -0.08755773
6.681519, 0.08525515, -0.1136748
9.198043, 0.04337984, -0.1354105
11.97988, 0.02807331, -0.1496788
14.74403, 0.03358793, -0.1598959
17.63046, 0.04718995, -0.1607244
20.40458, 0.05732787, -0.1540525
22.99113, 0.06478453, -0.1426265
25.29385, 0.0833354, -0.1197834
26.9809, 0.1617637, -0.08798742
27.94452, 0.3671215, -0.0382309
1.824166, 0.03649688, 0.007337868
2.867075, -0.1213458, 0.04726729
4.698627, -0.1280589, 0.08249664
7.11542, -0.06984568, 0.1141578
9.649662, -0.04526281, 0.1368296
12.34834, -0.05383539, 0.146053
15.22496, -0.07390928, 0.1434579
18.1055, -0.09537458, 0.1336339
20.88768, -0.1107988, 0.1167266
23.52082, -0.115922, 0.09606099
25.87459, -0.1127176, 0.07268333
27.86279, -0.101738, 0.04219675
29.32233, -0.08964825, 0.006446838
30.21832, -0.07466984, -0.02967739
30.70352, -0.05496502, -0.05933619
30.85952, -0.03763485, -0.0717454
30.82643, -0.01983452, -0.06888866
10
0.06261035, 0.0499479, 0.008582115
0.07928063, 0.03719207, 0.02641487
0.2232127, 0.02963383, 0.02880192
0.569249, 0.02516812, 0.03002357
1.252715, 0.02844977, 0.03163719
2.307425, 0.03448725, 0.03297043
4.001497, 0.03034186, 0.03199959
6.121957, 0.01605177, 0.02895069
8.830103, 0.0007362366, 0.02635479
12.09662, -0.007519722, 0.02424145
15.69334, -0.009969711, 0.02212811
19.42066, -0.008249283, 0.02095032
23.45099, -0.005635262, 0.019207
27.47008, -0.004205704, 0.01544189
31.48064, -0.006196022, 0.0107317
35.36232, -0.01091003, 0.005933762
39.02377, -0.01902771, 0.003232956
42.52657, -0.02624893, 0.00122261
45.3867, 0.005395889, -0.01679802
47.41883, 0.1754551, -0.0937891
48.61055, 0.5957031, -0.2738838
1.76757, 0.01915438, -0.0417254
