Ex(m), Ey(m), Ez(m)
11.48055, 0.03208756, -0.01365089
13.16902, 0.1997986, -0.1248407
14.7418, 0.6135068, -0.3888464
1.476738, 0.633808, -0.1655363
3.05142, 0.1178348, -0.08492672
4.958911, -0.1231897, -0.06353498
7.106438, -0.1882139, -0.07472563
9.490578, -0.1830359, -0.09312439
11.79896, -0.169265, -0.1041031
14.09764, -0.1493809, -0.1081982
16.19813, -0.1231339, -0.1023741
18.0008, -0.05434787, -0.03750229
19.48227, 0.1410369, 0.1861773
0.770099, 0.2392066, 0.3449222
1.86674, -0.1413184, 0.07251489
3.259041, -0.2830518, 0.006343961
4.736987, -0.2650632, 0.03882599
6.226787, -0.1936166, 0.07807469
7.71645, -0.121357, 0.09600019
9.199078, -0.06281757, 0.1022062
10.66443, -0.02407551, 0.103539
12.20055, -0.007795811, 0.1033406
13.68518, -0.004560947, 0.1053076
15.19502, -0.01009178, 0.1062775
16.66116, 0.03265095, 0.07765961
17.94862, 0.2376561, -0.04341125
0.7137285, 0.4895933, -0.3150124
1.869104, 0.07578707, -0.04190016
3.379837, -0.1051315, 0.0255149
5.254744, -0.1590402, -0.01941335
7.334098, -0.169518, -0.07805753
9.339025, -0.1752186, -0.1083145
11.41524, -0.1522465, -0.1087854
13.42497, -0.009754658, -0.04308414
15.29505, 0.3639784, 0.1477532
0.8859372, 0.8585055, 0.4341127
2.479766, 0.178835, 0.1811158
4.28753, -0.1751826, 0.09093821
6.399623, -0.314948, 0.08789241
8.582093, -0.3155036, 0.1103473
10.72928, -0.2755305, 0.1144278
12.90868, -0.2121091, 0.09873199
14.90373, -0.1483769, 0.07258034
16.61335, -0.09505725, 0.03784084
17.85258, -0.05463827, -0.003862381
18.59822, -0.02611625, -0.05586052
18.94621, -0.006302476, -0.1012497
19.02274, 0.006196856, -0.1244993
3
-0.009363521, 0.04136521, 0.0004491806
0.01685739, 0.02857372, 0.01536846
0.1362869, 0.01385239, 0.01870728
0.429243, -0.001084268, 0.01991367
0.9445797, -0.01790917, 0.02054119
1.785408, -0.03141987, 0.02092171
2.999511, -0.03497148, 0.01979065
4.46076, -0.02783608, 0.0195322
6.123303, -0.01927102, 0.02057266
7.954978, -0.01662135, 0.02014542
9.721132, -0.01585674, 0.01972198
11.4801, 0.02611852, -0.007126808
13.28727, 0.217586, -0.127656
14.81927, 0.6301107, -0.3902817
1.576442, 0.5929093, -0.1537358
3.304507, 0.07253943, -0.07650745
5.219191, -0.1424329, -0.06410694
7.447253, -0.1951211, -0.08056235
9.681513, -0.1863661, -0.09748459
12.06118, -0.1682577, -0.1082945
14.33846, -0.1435063, -0.1047239
16.44615, -0.1112511, -0.08535433
18.28381, -0.02477038, 0.00633955
19.6911, 0.1990578, 0.2656898
0.9464608, 0.159427, 0.2890106
2.130774, -0.1765288, 0.05478275
3.56651, -0.2750252, 0.01820827
5.07981, -0.2401395, 0.05688787
6.611506, -0.1705339, 0.08943009
8.092425, -0.1074686, 0.09858179
9.580412, -0.0570457, 0.09958601
11.07289, -0.02712917, 0.09932137
12.60485, -0.01518059, 0.1003542
14.12954, -0.01431799, 0.1019301
15.63382, -0.0131073, 0.09825659
17.06911, 0.06788874, 0.04909754
18.27583, 0.3397732, -0.1101489
0.9652787, 0.3510503, -0.225214
2.189458, 0.01322281, -0.01134628
3.834772, -0.1295393, 0.0210557
5.722726, -0.1636117, -0.03381038
7.833714, -0.1718848, -0.08897829
9.990303, -0.1721795, -0.1172657
11.97367, -0.1258631, -0.1049905
13.91665, 0.06302023, -0.01325965
15.67178, 0.4915767, 0.2101631
1.263615, 0.6551868, 0.35025
2.924591, 0.06523483, 0.1465967
4.801558, -0.2266434, 0.08609366
6.943902, -0.3191234, 0.0926131
9.165699, -0.3061646, 0.1091127
11.33579, -0.261371, 0.1070318
13.51152, -0.1986623, 0.08768582
15.42196, -0.1404215, 0.06140184
16.97038, -0.09113944, 0.02561903
18.04478, -0.05283701, -0.0180397
18.68863, -0.02319503, -0.0711422
18.97091, -0.003995776, -0.1122208
19.01675, 0.003342032, -0.1295295
4
0.04099939, 0.07910234, 0.002520561
0.07080156, 0.05672932, 0.01883125
0.2228497, 0.0353217, 0.02235317
0.6034466, 0.01777808, 0.02194405
1.281849, 0.01000664, 0.02223969
2.370319, 0.009108543, 0.02256012
3.781318, 0.008503675, 0.02288723
5.415857, 0.009376168, 0.02349663
7.183444, 0.008616924, 0.0253191
9.028682, 0.006426573, 0.0263195
10.88371, 0.02550054, 0.01333046
12.7115, 0.1525233, -0.06731987
14.37248, 0.4930511, -0.2819138
1.138517, 0.8435622, -0.178007
2.714687, 0.2162945, -0.07536781
4.580462, -0.07168019, -0.04600108
6.683724, -0.1539013, -0.05783653
8.969967, -0.1435954, -0.08306003
11.37019, -0.1215408, -0.1012812
13.61446, -0.09464401, -0.1083331
15.83557, -0.06968975, -0.1042199
17.76162, -0.009792864, -0.05086708
19.33169, 0.1654721, 0.1503506
0.7028487, 0.3357683, 0.37563
1.815762, -0.08116406, 0.07392222
3.198741, -0.2328316, 0.00798285
4.674179, -0.2163395, 0.04710269
6.212583, -0.1412263, 0.09155011
7.778973, -0.06591439, 0.1034167
9.280298, -0.006993294, 0.09987736
10.77449, 0.02901459, 0.09682417
12.22842, 0.04302216, 0.09544182
13.72401, 0.04340935, 0.0980258
15.22297, 0.03819656, 0.1002121
16.71261, 0.08382702, 0.07068062
17.99718, 0.2991276, -0.05561113
0.7840789, 0.501884, -0.2994347
1.947551, 0.1095092, -0.03682303
3.446389, -0.049052, 0.02474016
5.270094, -0.08836138, -0.02023864
7.225416, -0.09385729, -0.07912374
9.354657, -0.09689903, -0.116617
11.37198, -0.08120441, -0.1188495
13.30244, 0.03902531, -0.05937457
15.10877, 0.3624859, 0.1105514
0.7701929, 0.9721767, 0.4548447
2.308579, 0.2609097, 0.1880347
4.081976, -0.1185473, 0.09136748
6.14991, -0.2689312, 0.08924043
8.370044, -0.2727789, 0.1156309
10.62389, -0.2303796, 0.1226163
12.79527, -0.1767387, 0.1072545
14.79693, -0.122765, 0.07890439
16.49179, -0.08119535, 0.04016209
17.79146, -0.05126655, -0.004952431
18.54227, -0.03683197, -0.05418682
18.91739, -0.0304594, -0.09909582
19.00645, -0.02694845, -0.1194367
5
0.05372745, 0.08142947, 5.912781e-05
0.07752092, 0.06011883, 0.0171442
0.226437, 0.03869385, 0.02114487
0.5788155, 0.01848252, 0.02255535
1.224344, 0.00785917, 0.02378178
2.239619, 0.008629739, 0.02422714
3.599354, 0.01004028, 0.02450848
5.183834, 0.01241314, 0.0259285
6.925035, 0.01388669, 0.02648735
8.772906, 0.0134995, 0.0260458
10.59383, 0.02342987, 0.01720142
12.35638, 0.1177342, -0.04524899
14.03901, 0.4051895, -0.2291613
0.8876369, 1.012573, -0.2128512
2.380216, 0.3238182, -0.09670818
4.227787, -0.02166317, -0.05366635
6.3664, -0.1358978, -0.05820036
8.677228, -0.1355404, -0.07664943
11.02638, -0.1177695, -0.09157372
13.33251, -0.09367633, -0.09739351
15.55286, -0.06954604, -0.09475899
17.55828, -0.01800436, -0.05260897
19.1424, 0.1299224, 0.1179366
0.623782, 0.3799181, 0.4198946
1.645581, -0.04942167, 0.1017342
2.931714, -0.2243042, 0.01344585
4.382254, -0.2253894, 0.04112005
5.919971, -0.1522744, 0.08969021
7.425856, -0.07477236, 0.1114078
8.93021, -0.01357436, 0.1132016
10.40316, 0.02685213, 0.1091084
11.87144, 0.04783297, 0.106009
13.4496, 0.05070257, 0.1032677
14.94442, 0.04320478, 0.09923697
16.38417, 0.06613207, 0.08047295
17.7127, 0.2280626, -0.01390553
0.5901333, 0.6277504, -0.3840035
1.666786, 0.1729329, -0.0660255
3.106761, -0.02156091, 0.0319044
4.879699, -0.07226896, 0.002082944
6.852349, -0.07529879, -0.05842185
8.845749, -0.0839932, -0.10058
10.88294, -0.08114767, -0.116802
12.9494, 0.008194447, -0.07099199
14.87699, 0.3036542, 0.08891296
16.47778, 0.8742714, 0.4008775
2.052242, 0.3353201, 0.2279382
3.82068, -0.09646831, 0.104775
5.80147, -0.2682944, 0.0906918
7.910821, -0.2810465, 0.1158905
10.14787, -0.2374626, 0.1280253
12.34655, -0.1792102, 0.1168661
14.38848, -0.1207724, 0.08962631
16.12243, -0.0765059, 0.05559397
17.48398, -0.04802501, 0.01325989
18.37704, -0.03560388, -0.03654909
18.85588, -0.03244948, -0.08791924
19.00283, -0.03094208, -0.1156993
6
0.0606067, 0.07589148, -0.009814262
0.08048964, 0.05502428, 0.01054096
0.2231201, 0.03844705, 0.01471329
0.5914962, 0.02300029, 0.01564407
1.251333, 0.01299766, 0.01819134
2.325382, 0.007877409, 0.0201025
3.770988, 0.005937219, 0.02173996
5.41255, 0.008168936, 0.02310181
7.237667, 0.01121998, 0.02510166
9.057144, 0.01089239, 0.02658939
10.92731, 0.03101563, 0.01281738
12.67733, 0.1520889, -0.06713867
14.32433, 0.4837294, -0.2803583
1.151875, 0.84116, -0.1838219
2.766916, 0.215492, -0.07759178
4.624109, -0.06363869, -0.04530001
6.704195, -0.1457855, -0.05504131
9.005266, -0.1389884, -0.0785749
11.42864, -0.1207038, -0.09735394
13.66611, -0.09679711, -0.1048975
15.79137, -0.07097864, -0.1029148
17.72363, -0.0153687, -0.0517993
19.2563, 0.1487096, 0.1343794
0.6787468, 0.3521086, 0.388717
1.720219, -0.05986422, 0.08719808
3.088598, -0.2274148, 0.006425977
4.63625, -0.2144282, 0.04126501
6.130251, -0.1422064, 0.08363605
7.661819, -0.06526446, 0.1023302
9.226686, -0.003284693, 0.1050925
10.78268, 0.0345664, 0.1039662
12.32449, 0.05061007, 0.1021957
13.79286, 0.052495, 0.1022811
15.25684, 0.0475421, 0.1009364
16.67972, 0.08959198, 0.07133818
17.95661, 0.2920289, -0.04839373
0.7370209, 0.5320903, -0.3155155
1.8593, 0.1298564, -0.04378599
3.379817, -0.03899968, 0.02459389
5.19534, -0.07687283, -0.0193243
7.252015, -0.07801938, -0.08081615
9.259158, -0.08263946, -0.1138334
11.36002, -0.06934929, -0.113698
13.31052, 0.04683495, -0.05061126
15.19557, 0.3863821, 0.1362605
0.7779995, 0.9623263, 0.4656557
2.339572, 0.2456468, 0.1985466
4.097707, -0.1218117, 0.1028708
6.117431, -0.2636544, 0.09915841
8.314677, -0.2654377, 0.1238928
10.54487, -0.2240773, 0.1284287
12.66438, -0.1733916, 0.1113605
14.63617, -0.1211402, 0.0832274
16.38478, -0.07938743, 0.04562807
17.67216, -0.05228949, 0.0005412102
18.48512, -0.0379349, -0.05116987
18.89551, -0.03153193, -0.09836721
19.01873, -0.03305089, -0.1248741
7
0.03199233, 0.05034802, -0.004126549
0.04316539, 0.03493972, 0.012393
0.1570207, 0.02004868, 0.01570797
0.4840265, 0.003453374, 0.01688671
1.088915, -0.008558214, 0.01777935
2.028416, -0.01162577, 0.0198164
3.387768, -0.01062834, 0.02055931
4.988068, -0.002246499, 0.02151394
6.764801, 0.002864599, 0.02208424
8.603853, -0.001932383, 0.02212334
10.45622, 0.003125429, 0.0143919
12.28674, 0.09258986, -0.04503155
13.94465, 0.3624249, -0.2179003
15.42634, 0.932353, -0.5801115
2.186732, 0.3552355, -0.1178236
3.975989, -0.02206755, -0.07014287
6.057939, -0.1631637, -0.07154036
8.34157, -0.1747264, -0.09229445
10.70938, -0.1580735, -0.1081619
13.03992, -0.1420561, -0.1142612
15.27467, -0.1213422, -0.1111917
17.32907, -0.07789952, -0.07322454
18.95529, 0.05758917, 0.08320522
20.16722, 0.3627448, 0.4480047
1.438843, -0.02514011, 0.1466562
2.726694, -0.241286, 0.01925743
4.206014, -0.2675256, 0.03367722
5.792803, -0.2041357, 0.08088017
7.394941, -0.1277885, 0.1019001
8.893428, -0.06619811, 0.1043088
10.41996, -0.02326298, 0.100903
11.90806, -0.003896713, 0.09944868
13.45511, 0.002771854, 0.09827757
14.91873, 0.002761364, 0.09846497
16.35843, 0.0281229, 0.07864666
17.68474, 0.1852784, -0.01746416
18.76536, 0.5854878, -0.2480078
1.518668, 0.1598876, -0.09224871
2.942963, -0.0648011, 0.02241999
4.672665, -0.1373004, -0.001248837
6.616037, -0.1536865, -0.06479156
8.637568, -0.1618786, -0.1090174
10.71244, -0.1564929, -0.125571
12.74711, -0.06753016, -0.08669639
14.61253, 0.1992397, 0.05158925
16.23672, 0.7269616, 0.3340116
1.748313, 0.4340219, 0.2694808
3.497441, -0.0544282, 0.1193212
5.424738, -0.2686028, 0.09047544
7.503548, -0.3149619, 0.1091115
9.736408, -0.2880281, 0.1216712
11.9478, -0.2386268, 0.1089737
14.05159, -0.180104, 0.0843215
15.89572, -0.1270329, 0.05417299
17.36749, -0.08396983, 0.01574469
18.32125, -0.05543971, -0.03199959
18.82904, -0.03803694, -0.08411932
19.01088, -0.02861047, -0.1183181
18.99892, -0.02631319, -0.1265459
8
-0.01755507, 0.03507264, 0.004681587
0.002580299, 0.02298906, 0.01985359
0.114806, 0.010488, 0.02155113
0.3825211, -0.004276015, 0.02066422
0.9012595, -0.01788312, 0.02135944
1.759513, -0.0292868, 0.02212143
2.898056, -0.03372627, 0.02158642
4.308753, -0.0270083, 0.0203495
5.921301, -0.01497734, 0.01978493
7.690632, -0.008771181, 0.01842976
9.529388, -0.007965565, 0.01656437
11.36224, 0.02874064, -0.007779121
13.08775, 0.1911397, -0.1110725
14.63237, 0.5604615, -0.3484955
1.287922, 0.7348791, -0.1819996
2.878272, 0.1528611, -0.08636642
4.743826, -0.1186152, -0.06014812
6.861269, -0.1995562, -0.07118392
9.122457, -0.1947542, -0.09478188
11.57119, -0.1743865, -0.1125607
13.92703, -0.1472842, -0.1163116
16.03257, -0.118988, -0.1092572
17.9004, -0.05164206, -0.04738665
19.45056, 0.142929, 0.1758623
0.7835225, 0.2425797, 0.3385246
1.878846, -0.1301536, 0.07256073
3.202547, -0.2650281, 0.01119745
4.659158, -0.2539991, 0.04290414
6.256901, -0.1842844, 0.08389068
7.749047, -0.1189158, 0.09837842
9.26882, -0.06649494, 0.09772635
10.72758, -0.0333271, 0.09450674
12.24118, -0.01941299, 0.09522057
13.7378, -0.01712322, 0.0961113
15.24718, -0.01714373, 0.09724951
16.7325, 0.03369474, 0.0645504
18.07758, 0.2749643, -0.07264709
0.8111767, 0.4317673, -0.2819209
2.015442, 0.04343677, -0.02999735
3.570089, -0.1186205, 0.02303219
5.457314, -0.1665906, -0.02599955
7.501481, -0.1777713, -0.08267236
9.598699, -0.175092, -0.1151743
11.61325, -0.1412554, -0.1132634
13.55858, 0.01401854, -0.04272723
15.3975, 0.401876, 0.1574359
0.9554586, 0.8204055, 0.410589
2.525327, 0.1637528, 0.1692809
4.412645, -0.193344, 0.08216262
6.467403, -0.3149584, 0.08339655
8.713526, -0.3088074, 0.1072454
10.94568, -0.2648865, 0.109941
13.13815, -0.2022825, 0.09150815
15.11349, -0.1429968, 0.0644331
16.70851, -0.09352589, 0.02879286
17.91475, -0.05290234, -0.01697969
18.63246, -0.02327955, -0.06896877
18.95854, -0.004651666, -0.1111689
19.01656, 0.002641439, -0.1284709
9
-0.01328068, 0.03129366, -0.004389763
0.009233758, 0.02013692, 0.01390076
0.1142855, 0.007857002, 0.01764488
0.3764456, -0.005344659, 0.01753235
0.8785031, -0.02037773, 0.01753426
1.742889, -0.03526086, 0.01823044
2.896813, -0.0414505, 0.01718426
4.365161, -0.0340023, 0.01710796
6.10349, -0.01883245, 0.0173769
7.869228, -0.009605169, 0.01781845
9.670162, -0.004066467, 0.01761913
11.43255, 0.03413892, -0.006680489
13.11498, 0.1931596, -0.1092844
14.77142, 0.6050529, -0.3741302
1.380347, 0.7010314, -0.1776114
3.029624, 0.1370295, -0.08794367
4.972205, -0.1214007, -0.06317663
7.086617, -0.1923822, -0.07307053
9.337289, -0.1878642, -0.08905196
11.7082, -0.1723555, -0.09932995
14.09116, -0.1491984, -0.1008482
16.21384, -0.1213579, -0.09242964
18.12639, -0.04112947, -0.01743078
19.57054, 0.165348, 0.2171392
0.8968427, 0.1784322, 0.2949784
2.067539, -0.1681701, 0.05328023
3.428436, -0.274424, 0.0130949
4.900163, -0.2492161, 0.05368996
6.405064, -0.1812723, 0.09101391
7.969189, -0.110862, 0.1037679
9.528616, -0.05714035, 0.1035595
11.03057, -0.02305555, 0.1038384
12.53292, -0.007944584, 0.1045222
14.00775, -0.004992962, 0.09995461
15.54307, -0.006757259, 0.09297085
17.04515, 0.07244968, 0.04151869
18.28797, 0.3507814, -0.1215396
1.043995, 0.3214671, -0.2089177
2.310391, -0.00126332, -0.008020699
3.944848, -0.1306614, 0.01657236
5.913804, -0.1655099, -0.04055083
7.88571, -0.1780944, -0.09366584
9.956597, -0.1827016, -0.1231315
12.03627, -0.1346049, -0.1098936
14.02278, 0.071136, -0.01039648
15.73193, 0.5073934, 0.2181678
1.273677, 0.6409987, 0.3441185
2.950127, 0.04735668, 0.1378191
4.912835, -0.2485917, 0.07702732
7.012496, -0.3274049, 0.08991337
9.221473, -0.3054953, 0.1099758
11.41498, -0.2546304, 0.1071403
13.5698, -0.1913118, 0.0872817
15.45617, -0.1309266, 0.05772686
16.97846, -0.08086002, 0.0204854
18.07464, -0.04316652, -0.02537394
18.72443, -0.01489246, -0.07946205
18.98194, 0.0008831024, -0.1182404
19.01534, 0.006634831, -0.1325526
10
-0.009990195, 0.02749829, -0.002763748
0.01270442, 0.015703, 0.0134697
0.1236115, 0.00722475, 0.01696777
0.3786334, -0.002504118, 0.01867199
0.8742591, -0.01302558, 0.01914024
1.670985, -0.02428395, 0.01977825
2.810394, -0.02940804, 0.01938057
4.240871, -0.02497447, 0.01854038
5.917762, -0.01430702, 0.01821232
7.64799, -0.009705305, 0.01791382
9.471137, -0.006602764, 0.01758671
11.25414, 0.02364278, -0.001473427
12.97361, 0.1668973, -0.0922308
14.60494, 0.5372167, -0.3265686
1.211636, 0.8066444, -0.1901271
2.821434, 0.2048145, -0.08617127
4.686412, -0.07446912, -0.05539453
6.743192, -0.1614006, -0.06304288
8.986487, -0.1655192, -0.08310938
11.30269, -0.1537228, -0.09716225
13.5496, -0.1371971, -0.1044436
15.75151, -0.1099867, -0.1058669
17.69607, -0.0511651, -0.05813074
19.24139, 0.1152612, 0.1285238
0.6242159, 0.3550038, 0.4160015
1.655728, -0.07084382, 0.09795237
3.029313, -0.2527246, 0.003242373
4.504614, -0.2537881, 0.03103518
6.001278, -0.1860421, 0.07791567
7.551958, -0.1087067, 0.1011362
9.097366, -0.04286623, 0.1059706
10.61748, 0.0008125305, 0.1079488
12.07327, 0.02251005, 0.1111822
13.54369, 0.02982664, 0.1124573
15.10267, 0.0283618, 0.1112046
16.60965, 0.06711292, 0.08187294
17.89339, 0.2600121, -0.03445625
0.6672868, 0.5561517, -0.3439417
1.79537, 0.1187615, -0.05132747
3.326557, -0.06670356, 0.02655548
5.120902, -0.116056, -0.0121665
7.109892, -0.126575, -0.06828511
9.145412, -0.1320672, -0.1031291
11.18296, -0.1183195, -0.1090548
13.24951, 0.007191658, -0.05283833
15.06961, 0.3329201, 0.1127524
0.6891404, 1.018148, 0.4857275
2.260029, 0.2764873, 0.2009576
4.109616, -0.124986, 0.09304953
6.151452, -0.277761, 0.08524513
8.358353, -0.2834829, 0.1082814
10.49547, -0.2434765, 0.1165395
12.60888, -0.1860938, 0.1040087
14.62452, -0.1245416, 0.07994151
16.3479, -0.0713954, 0.04754877
17.66022, -0.03208768, 0.006204128
18.47519, -0.008789301, -0.04251528
18.89359, 0.003932118, -0.09149599
19.00933, 0.008622766, -0.1175437
