Ex(m), Ey(m), Ez(m)
2.396212, 0.2553504, 0.01822758
4.262096, -0.09880418, 0.01647472
6.31092, -0.1936193, 0.01712704
8.383051, -0.1710104, 0.01997757
10.57861, -0.1223738, 0.02279377
12.68119, -0.05324394, 0.0232439
14.73843, 0.1247035, 0.02120209
16.56164, 0.503328, 0.01909447
0.9541439, 0.7065723, 0.01552486
2.64192, 0.1582026, 0.01291847
4.522758, -0.1008329, 0.0119524
6.427237, -0.1603062, 0.01209545
8.457001, -0.1375561, 0.01335812
10.42978, -0.09597206, 0.01456928
12.41406, 0.02690268, 0.01437855
14.31709, 0.3630433, 0.01297951
15.90464, 0.9972401, 0.0107832
2.157927, 0.3191776, 0.006729126
3.935068, -0.06744134, 0.004114151
5.796756, -0.192163, 0.003896713
7.875738, -0.1883099, 0.004718781
9.835426, -0.1559761, 0.005903244
11.88088, -0.06626177, 0.005864143
13.82288, 0.1935625, 0.003937721
15.58818, 0.742322, 0.0003862381
1.588746, 0.4934232, -0.003406525
3.330509, -0.003533527, -0.008230209
5.215487, -0.221275, -0.01012039
7.203324, -0.2698652, -0.008206367
9.329196, -0.2527734, -0.006195068
11.45977, -0.2118875, -0.005241394
13.45444, -0.1668347, -0.00548172
15.2713, -0.1211368, -0.004574776
16.62765, -0.0879792, -0.003359795
17.53777, -0.06621933, -0.004235268
18.03957, -0.0549798, -0.007101059
18.2414, -0.04997349, -0.007448196
6
0.06049013, 0.07971074, -0.002557755
0.07804269, 0.05296594, 0.01828003
0.2087778, 0.03181752, 0.0227375
0.5396044, 0.01844804, 0.02388668
1.177311, 0.007692575, 0.02477646
2.212601, 0.005650401, 0.0257349
3.623497, 0.008716106, 0.02569675
5.304133, 0.01050198, 0.02599144
7.153047, 0.01155424, 0.02796173
9.037728, 0.009823084, 0.02861023
10.95661, 0.0331285, 0.02727318
12.77384, 0.1814663, 0.02565765
14.38322, 0.5531802, 0.0237112
1.025923, 0.8582708, 0.02157974
2.533954, 0.2183343, 0.01832962
4.321499, -0.09623709, 0.01605415
6.385017, -0.1833545, 0.01738739
8.506635, -0.1607094, 0.02019215
10.59914, -0.1185098, 0.02053261
12.66584, -0.05785793, 0.01938248
14.70729, 0.1169366, 0.01810932
16.59401, 0.5092559, 0.0161314
1.012475, 0.6824719, 0.01313305
2.724405, 0.149449, 0.009753227
4.577688, -0.09749985, 0.009054184
6.605803, -0.1597707, 0.008761406
8.613608, -0.139081, 0.008879662
10.60921, -0.09443998, 0.009397507
12.59148, 0.04018164, 0.008547783
14.37896, 0.3721476, 0.006820679
0.6680748, 1.0394, 0.00485611
2.215681, 0.2870591, 0.001994133
3.982675, -0.08589602, -0.001297951
5.839896, -0.2038794, -0.001825333
7.815567, -0.1950793, 0.0005884171
9.873792, -0.1535847, 0.004699707
11.84469, -0.05701923, 0.007286072
13.70969, 0.1843596, 0.007146835
15.43081, 0.6826072, 0.004179001
1.438198, 0.558065, 0.001404762
3.2388, 0.01356463, -0.002993584
5.157898, -0.2182054, -0.005599022
7.198801, -0.2714869, -0.005029678
9.337188, -0.2511682, -0.004681587
11.4138, -0.2115952, -0.005597115
13.38084, -0.1653227, -0.006204605
15.1562, -0.1239842, -0.00458622
16.58219, -0.09206212, -0.002552032
17.505, -0.07065856, -0.002288818
18.01806, -0.05978465, -0.004722595
18.22654, -0.05323291, -0.005884171
18.23872, -0.04841745, -0.005150795
7
0.05715299, 0.0848711, -0.00436306
0.06136831, 0.06257851, 0.01571274
0.1574313, 0.04120087, 0.01943111
0.4335806, 0.0207621, 0.01983643
1.01109, 0.007078171, 0.02227879
1.95748, 0.002131939, 0.02472973
3.350636, 0.006578207, 0.02399063
4.913925, 0.008180618, 0.02438736
6.663679, 0.009412527, 0.02461433
8.491138, 0.006511211, 0.02397823
10.37145, 0.009848595, 0.02261257
12.23613, 0.1070147, 0.01982021
13.94115, 0.4110212, 0.01736259
0.6741489, 1.082388, 0.01590824
2.14236, 0.3310338, 0.01255512
3.919601, -0.05894352, 0.00976181
5.84167, -0.1876481, 0.01136971
7.957398, -0.1823428, 0.01452446
10.07283, -0.143663, 0.01746655
12.20871, -0.09081268, 0.01881218
14.24316, 0.04263186, 0.01760387
16.17695, 0.3734753, 0.01508522
0.5870354, 0.857111, 0.01167202
2.244173, 0.2291259, 0.008476257
4.109431, -0.08715439, 0.00610733
6.104415, -0.1810601, 0.00594902
8.152104, -0.1626065, 0.00722599
10.19098, -0.1239991, 0.008584023
12.18618, -0.01774645, 0.007792473
14.00301, 0.2588129, 0.0054636
15.70286, 0.8617287, 0.00368309
1.915477, 0.3819547, 0.00168705
3.663128, -0.05055439, -0.001707077
5.589839, -0.212031, -0.003127098
7.525476, -0.2228131, -0.002065659
9.50858, -0.1959457, -0.0001096725
11.46842, -0.1263242, 0.0002632141
13.37026, 0.08235312, -0.0004577637
15.1021, 0.5197124, -0.002153397
1.120946, 0.6783432, -0.004739761
2.789413, 0.09104653, -0.00865078
4.684348, -0.2032498, -0.01122952
6.733229, -0.2934704, -0.009039879
8.842592, -0.2877178, -0.006224632
11.00052, -0.2537946, -0.004428864
13.03251, -0.2046859, -0.003334045
14.88044, -0.1552357, -0.003520012
16.3343, -0.1142989, -0.003475189
17.3808, -0.08373892, -0.002837181
17.98245, -0.06463242, -0.004416466
18.2361, -0.05355823, -0.006990433
18.26482, -0.04669511, -0.00690937
8
-0.008468818, 0.03618123, -0.005299568
0.01475705, 0.02545419, 0.01403713
0.120134, 0.01242041, 0.01802826
0.390264, -0.002496943, 0.0177784
0.8893659, -0.02173924, 0.01873302
1.739058, -0.03559488, 0.02017021
3.004238, -0.03975958, 0.02084255
4.523068, -0.03136539, 0.02166557
6.24993, -0.01745474, 0.02162743
8.090979, -0.007917404, 0.02027798
9.929355, 0.0002467632, 0.01968288
11.8329, 0.07031131, 0.01908207
13.57593, 0.3149738, 0.01907063
15.12622, 0.843637, 0.01844215
1.689321, 0.5035382, 0.01733589
3.3232, 0.02529807, 0.01445961
5.220982, -0.1800672, 0.01154709
7.261045, -0.2130027, 0.01215839
9.412483, -0.1871246, 0.01445961
11.53902, -0.1546954, 0.01469135
13.56746, -0.06538755, 0.01416683
15.56146, 0.1936377, 0.01247597
17.30349, 0.6967968, 0.01017857
1.651445, 0.3849078, 0.006788254
3.474758, -0.03060424, 0.003824234
5.418985, -0.1923907, 0.004087448
7.449494, -0.2096415, 0.005962372
9.498798, -0.1826954, 0.007950783
11.54874, -0.1115327, 0.008839607
13.41215, 0.09557152, 0.007996559
15.13744, 0.5644236, 0.006374359
1.318829, 0.6026813, 0.003923416
3.016476, 0.03200424, 0.001479149
4.923671, -0.2148197, 0.0005073547
6.859541, -0.258369, 0.001898766
8.854378, -0.2337573, 0.004898071
10.87669, -0.1786551, 0.007592201
12.84547, -0.01315165, 0.008308411
14.64084, 0.3612151, 0.00605011
0.6833811, 0.9177554, 0.003628731
2.283752, 0.2292591, -0.001322746
4.086936, -0.1418109, -0.005689621
6.039045, -0.2881933, -0.007149696
8.135376, -0.3069293, -0.007884979
10.25732, -0.2860758, -0.00759697
12.28251, -0.2434579, -0.007920265
14.14413, -0.1930501, -0.007686615
15.76433, -0.1430708, -0.006325722
16.9712, -0.09693182, -0.005200386
17.72976, -0.06155133, -0.005222321
18.13027, -0.03291452, -0.006731033
18.25391, -0.01353002, -0.008858681
9
-0.01751156, 0.036074, -0.006621361
0.008767022, 0.02160181, 0.01201916
0.1236833, 0.008579779, 0.01636505
0.4022772, -0.005617239, 0.01687717
0.8994389, -0.02066606, 0.01775169
1.72047, -0.03253484, 0.01905823
2.926562, -0.03722107, 0.01916885
4.366863, -0.03355479, 0.01870155
6.068748, -0.01893127, 0.01793766
7.869221, -0.007702351, 0.01709652
9.665888, -0.002159119, 0.01782322
11.43389, 0.04243207, 0.01740837
13.17157, 0.2292027, 0.0174675
14.80453, 0.6812797, 0.0157299
1.319896, 0.6803609, 0.01427364
2.898868, 0.1084241, 0.01203346
4.773559, -0.1646942, 0.009308815
6.853074, -0.2308863, 0.009558678
8.939103, -0.2090426, 0.01107407
11.12399, -0.1702567, 0.01286793
13.19665, -0.08951145, 0.01280594
15.22206, 0.1349478, 0.0121088
17.05712, 0.6061801, 0.01024818
1.38385, 0.4788031, 0.007005692
3.139237, 0.01828873, 0.004439354
5.014233, -0.1776948, 0.003051758
6.987751, -0.2123187, 0.003116608
9.011597, -0.1860423, 0.004033089
11.12413, -0.1313066, 0.004383087
13.06749, 0.04535389, 0.003447533
14.81783, 0.4561543, 0.002015114
0.9684792, 0.8034554, -0.0004968643
2.634192, 0.1373574, -0.004842758
4.414032, -0.158311, -0.006854057
6.405145, -0.2467546, -0.006457329
8.368606, -0.2346501, -0.005672455
10.31959, -0.1996915, -0.004457474
12.25359, -0.08480501, -0.003745079
14.11872, 0.2129898, -0.003581047
15.89923, 0.8461804, -0.004459381
1.922777, 0.3270766, -0.006895065
3.768092, -0.1140232, -0.01170158
5.741852, -0.2901729, -0.01327324
7.75835, -0.315695, -0.01288319
9.816509, -0.2935506, -0.01105881
11.95344, -0.2468424, -0.009641647
13.93548, -0.1905102, -0.008441925
15.63019, -0.1382804, -0.007049561
16.90702, -0.09295571, -0.00464344
17.73625, -0.05679929, -0.005262375
18.13991, -0.02949953, -0.006905556
18.2605, -0.01271009, -0.007781029
10
-0.01241495, 0.04158251, -0.009197235
0.01144178, 0.0278412, 0.01047611
0.1238106, 0.01514046, 0.0147953
0.3869837, 0.0007102713, 0.01554394
0.9054861, -0.0157181, 0.01598644
1.801059, -0.02768564, 0.01658821
2.997124, -0.03300124, 0.01601982
4.468831, -0.03046048, 0.01595306
6.142634, -0.01737535, 0.01723194
7.967342, -0.007398844, 0.01761532
9.771944, -0.002292633, 0.01870537
11.60535, 0.05085111, 0.01828194
13.35914, 0.2549114, 0.01806736
14.97603, 0.7301216, 0.01781845
1.456136, 0.6061756, 0.01537418
3.115141, 0.05903117, 0.01144886
5.018188, -0.1775987, 0.007807732
7.095451, -0.2226761, 0.006970406
9.225384, -0.1958991, 0.008244514
11.37092, -0.1573887, 0.008981705
13.46197, -0.06442946, 0.008282661
15.45288, 0.1815402, 0.007843971
17.22716, 0.6757613, 0.006163597
1.546808, 0.4240765, 0.003512383
3.320906, -0.01043379, 0.001242638
5.199732, -0.1887209, 0.001374245
7.195425, -0.2144556, 0.002493858
9.20859, -0.1872268, 0.00429821
11.20413, -0.1299686, 0.005383492
13.12862, 0.05409718, 0.003504753
14.86421, 0.4707193, 0.001972198
1.03229, 0.759421, -1.430511e-05
2.673458, 0.1150973, -0.002375603
4.486594, -0.1795808, -0.003601074
6.433663, -0.2586377, -0.001993179
8.435844, -0.2397742, -0.0002260208
10.41201, -0.1971478, 0.001935959
12.35484, -0.06850147, 0.003116608
14.24563, 0.2552896, 0.002537727
15.9437, 0.8817177, -7.343292e-05
1.963806, 0.3290815, -0.003752708
3.82792, -0.1072043, -0.008565903
5.764023, -0.2801864, -0.01003742
7.87525, -0.3113179, -0.008478165
9.9919, -0.2908911, -0.007288933
12.05206, -0.2483016, -0.006925583
13.99563, -0.1936361, -0.005511284
15.67767, -0.1402137, -0.003371239
16.9693, -0.09151042, -0.001194
17.76299, -0.05336738, -0.002643585
18.14674, -0.02583897, -0.00592041
18.26279, -0.009938121, -0.008765221
